Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
0,16720,902,2539,170,816,388,359,145,114,1732,1524,1588,2539,327,1272,15,1256,1338,707,1670,1417,1215,34,1732,3897,96,84,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16721,644,774,650,640,655,3405,669,896,547,1178,548,845,1011,1848,2352,971,686,1509,979,79,1421,3572,2493,2961,1952,602,910,27,61,810,92,1696,3296,123,431,14,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16723,2,14,547,391,1028,540,554,259,1025,24,243,612,2,88,1064,606,1317,356,343,612,951,1064,2969,656,890,2024,1162,391,1051,1069,1432,1954,49,770,942,343,129,68,1543,1643,170,88,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16727,40,941,848,127,943,742,817,728,1060,222,542,542,449,425,365,390,235,129,65,202,211,16,119,370,1914,449,77,853,355,984,327,119,882,384,3112,1,127,661,2710,1600,454,222,72,491,388,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16730,36,95,1797,663,1624,1275,1900,1812,138,270,491,884,676,146,404,174,1465,915,849,2499,2005,1260,1367,1532,1434,1514,1532,1367,1170,1360,1591,1337,575,715,746,1350,162,706,1514,90,1215,427,357,1489,371,4,341,625,470,222,215,547,200,71,259,983,792,221,42,1900,1812,874,395,641,322,4,318,303,138,277,1024,1948,321,363,8,1275,2029,2530,1909,448,1050,1028,90,1401,,,,,,,,,,,,,,,,
0,16732,2383,2396,2937,2943,3008,1443,84,135,209,16,1059,616,247,143,627,843,254,257,1657,613,34,59,825,170,981,544,1094,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16734,733,409,1443,2574,1751,1170,1367,162,174,1759,1593,1192,324,280,916,41,39,339,312,408,911,739,765,1583,248,895,341,2074,2689,257,327,477,895,870,516,911,248,356,477,2063,2074,39,254,739,429,513,382,480,1114,339,613,408,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16737,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16738,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16739,367,445,123,1001,373,152,31,813,431,518,392,911,438,431,373,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16742,423,24,243,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16747,1107,2025,1592,294,616,717,246,2383,452,755,6,1239,65,1666,437,1575,129,4,200,456,918,653,1559,343,442,702,403,442,456,442,1418,743,6,575,918,766,1816,380,442,1107,2025,1592,452,2322,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16748,99,178,12,3,64,246,55,1150,17,57,15,112,91,63,814,136,53,2388,3,963,1707,1635,15,111,99,17,44,64,9,25,30,9,5,33,19,23,30,74,63,281,51,32,75,144,240,48,3,15,87,85,12,44,19,2351,17,12,610,37,48,240,144,167,91,44,178,23,30,74,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16750,35,69,28,247,143,635,233,168,2484,213,194,211,425,228,504,276,200,71,54,118,83,106,76,217,531,215,1718,2155,42,87,70,3180,2302,2485,1511,2226,2803,1042,1480,306,1048,106,217,215,1095,809,2005,1260,1605,2023,2012,367,813,535,1661,680,536,38,26,70,116,2078,804,489,143,35,223,1511,1136,417,1076,1709,1826,487,2078,604,652,1826,2078,1684,911,1438,1252,200,71,38,26,106,83,215,223,69,143,35,922,,,,,
0,16751,214,19,19,776,1175,406,1647,1785,953,797,430,1508,1588,182,376,1139,563,1614,890,770,32,205,403,320,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16752,3075,1756,263,1746,1564,2133,1072,117,3890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16753,2511,2337,120,305,571,898,478,2258,448,593,409,926,1427,746,1602,1246,484,623,1064,2382,339,252,1849,315,1083,570,657,698,1121,165,208,87,48,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16754,170,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16756,1414,1278,22,2,66,29,1846,1,2224,26,117,413,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16757,554,595,577,58,531,93,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16758,1588,430,406,542,449,702,324,280,205,929,1378,1723,124,1113,781,260,110,131,196,923,61,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16759,1168,1023,2777,751,791,2729,698,2502,479,1220,571,1168,546,408,232,721,317,645,178,48,12,44,613,1272,408,479,1430,584,253,137,312,203,514,753,467,430,65,127,284,170,653,1504,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16761,330,322,408,546,737,719,890,1154,1864,395,641,388,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16762,54,67,108,255,115,142,286,154,105,282,187,73,46,19,33,426,63,85,21,1048,16,634,493,114,667,1103,426,103,9,19,33,18,118,255,115,200,286,599,1620,1273,345,6,73,46,108,665,67,493,634,114,1620,1273,6,345,9,33,426,103,19,18,73,46,665,1115,968,298,286,200,255,108,67,599,118,115,667,1103,343,95,21,14,7,27,117,199,86,487,942,104,54,,,,,,,,,,,
0,16763,1552,1218,893,781,307,109,60,122,52,8,1427,926,370,330,131,110,41,273,546,173,356,420,533,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16765,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16766,7,21,61,316,668,100,97,942,343,14,20,492,630,95,104,209,428,668,100,97,942,343,14,20,492,630,95,104,209,428,7,21,61,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16768,1290,496,47,73,187,154,340,150,479,163,607,1252,275,796,1199,1001,47,1423,598,373,714,14,401,152,308,1756,995,389,1886,934,78,1653,455,36,70,1756,598,78,70,1,640,655,650,633,644,457,1476,43,796,105,315,154,150,1,718,1395,1290,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16769,1683,906,548,1683,906,1716,1178,337,242,251,279,230,70,329,1075,70,876,1,1791,1075,1,27,163,612,341,372,76,166,239,83,1,1022,1019,1022,2691,4,851,453,232,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16773,919,657,2194,1,996,800,1119,2168,46,2144,1919,1667,1707,67,431,2035,445,1917,1707,1335,963,2145,1667,1919,1635,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16774,476,1673,697,634,592,908,1994,817,941,154,282,315,848,856,833,328,1914,1753,1538,1883,2185,4,218,1466,68,659,557,389,392,2223,1183,22,1052,1132,1130,218,4,389,557,68,557,1052,392,402,68,557,218,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16776,816,1843,113,611,1063,1261,1066,530,378,386,272,160,146,175,1761,113,122,109,60,453,269,1029,1261,1079,61,1451,665,415,73,292,43,1720,252,268,433,272,823,122,60,109,1789,470,158,453,519,400,619,562,1026,3150,2453,323,386,1091,871,1262,292,660,1066,999,1083,378,42,1843,61,41,652,781,7,157,1429,73,160,2103,1299,1890,,,,,,,,,,,,,,,,,,,,,,,,
0,16777,628,228,425,80,1,14,517,82,187,695,628,1230,230,1148,844,806,140,1246,296,135,1596,133,628,1119,2168,2103,98,18,98,25,674,411,244,283,301,141,177,204,695,876,116,70,16,23,25,74,5,9,19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16778,52,1910,369,229,166,1384,1105,32,61,335,113,60,799,362,603,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16780,2,1040,6,1611,438,123,518,287,332,1,1201,3062,31,2010,3220,1822,996,2472,1120,803,715,1592,1033,1350,1474,575,1429,1322,1389,803,1084,858,952,587,292,43,1095,2023,634,145,476,1434,1250,697,600,617,241,123,493,1,2246,1201,686,295,518,1020,43,600,634,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16781,678,101,438,1293,2806,3126,285,1478,756,585,38,2420,1001,632,1630,1397,366,2420,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16784,341,2380,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16789,46,31,172,10,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16790,1301,1427,926,1524,1272,1523,144,63,281,283,515,867,14,255,67,200,65,129,1216,248,666,718,1179,1586,207,615,20,21,61,199,14,27,50,931,45,203,658,245,557,795,975,6,989,1756,127,324,1832,1930,1559,1879,44,88,64,16,557,422,65,2515,626,137,253,1069,1679,2193,45,284,312,327,131,514,584,73,46,54,118,115,328,108,458,17,399,148,89,14,426,399,865,355,5,128,1268,2191,244,283,802,,,,,
0,16792,1359,496,561,2075,2047,1,1646,1359,172,58,43,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16793,124,119,65,437,40,2282,2034,1559,2097,865,335,158,95,733,127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16795,564,853,1931,2225,882,984,119,669,263,925,405,1070,808,1239,43,1081,65,13,581,702,449,1169,1937,983,792,450,20,833,1418,918,2098,1213,2491,591,452,817,2655,974,1198,465,856,1646,570,2098,1674,2215,485,206,16,2098,159,3205,1591,2382,266,340,1064,1069,2603,2133,314,211,394,163,1456,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16796,158,236,532,169,78,534,457,697,1043,1107,1532,10,297,1709,117,813,367,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16803,335,10,564,342,236,158,159,375,338,423,418,117,290,903,2059,1067,1215,41,214,4,211,314,1514,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16804,708,6,973,1605,1250,2406,2731,686,104,493,114,476,145,1808,1719,2124,2099,315,187,105,154,282,717,616,773,489,1243,117,255,67,108,118,54,408,410,350,336,441,506,42,1360,316,344,210,1472,61,95,488,86,42,1590,2161,1623,744,2902,2336,38,29,66,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16805,1393,528,355,588,1511,370,1065,322,3436,2630,579,620,752,4,104,58,531,239,1117,229,1161,1975,137,127,1234,1383,1814,1931,245,716,1208,3539,3107,1197,495,184,3371,2054,1663,3249,2050,2328,2191,2276,323,100,97,1064,2801,124,632,822,3413,2680,42,377,231,1677,703,443,40,213,171,653,3122,1474,4,802,2058,349,2400,22,531,217,362,2680,659,68,557,2110,90,2994,3463,2072,1989,1352,1682,184,560,656,1180,1637,706,1469,2062,1546,1688,1735,,
0,16807,330,353,1230,1722,1054,1860,902,3060,658,1521,677,550,1021,1288,1041,824,899,49,56,18,33,5,197,185,37,136,48,74,144,2809,408,3328,3327,45,204,141,134,1384,1105,48,63,51,899,550,737,850,770,860,1604,57,12,3,185,278,19,18,33,49,56,301,23,197,240,1100,1282,596,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16808,489,2180,1336,926,1531,1427,1902,778,259,376,2808,1792,2692,66,29,1455,24,1285,2,1455,801,2180,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16810,2718,185,453,851,6,157,4,705,41,39,614,71,108,51,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16811,19,9,98,331,892,174,921,1248,299,281,155,49,214,56,458,90,2183,2434,41,301,189,33,80,49,56,297,403,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16812,927,851,1702,412,1038,186,189,286,118,71,54,108,896,226,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16816,72,679,508,723,3075,355,317,10,453,290,1409,910,4,891,1228,903,1427,1171,1179,263,672,741,912,2989,271,200,67,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16817,2737,1898,340,31,328,2133,833,669,154,340,16,1621,896,579,620,31,1183,1451,1495,16,1429,115,159,61,192,457,359,54,189,199,16,54,1225,159,431,484,1893,367,813,798,1530,2622,2652,2237,2302,1132,1858,868,61,483,480,1291,648,2459,1858,1858,1858,1723,574,1509,2488,796,260,2341,61,483,832,1003,1789,659,260,220,605,710,420,705,2783,39,2341,3018,2505,73,1796,768,516,420,705,129,3018,73,3104,2057,347,2505,533,,,,,
0,16820,1000,119,65,16,753,382,480,1114,368,307,45,130,782,551,3060,257,137,253,170,48,141,765,607,546,219,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16823,1041,550,824,1021,802,444,549,258,1595,1812,8,1186,1687,1986,1832,1548,1047,2591,1660,122,238,8,764,565,1812,1536,42,300,557,258,707,39,141,765,129,1047,134,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16824,743,2480,3286,1007,965,4,956,158,2828,2434,487,104,733,613,651,113,487,95,2,339,60,388,1007,27,1351,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16825,1430,341,372,481,735,262,360,1177,96,2507,1585,164,918,476,634,292,697,123,564,417,789,862,341,1405,1297,990,329,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16826,117,70,671,1486,193,84,126,564,1502,358,67,118,263,551,45,62,4,2596,225,371,1524,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16828,2236,2852,1952,2722,735,362,872,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16829,475,598,389,373,609,663,801,138,1297,1075,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16830,221,43,292,1081,222,442,92,132,413,38,1,1554,883,172,942,7,201,88,751,791,427,1647,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16832,307,899,512,1681,1796,851,318,1287,895,527,1825,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16833,80,77,1,17,1613,1507,440,15,814,3,167,1324,100,235,348,153,90,121,103,53,189,341,1415,945,98,320,19,34,67,9,107,261,437,1435,1875,258,601,206,341,372,138,712,318,220,647,699,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16834,641,395,203,284,253,45,713,127,194,125,171,528,614,21,428,52,122,60,8,1056,345,6,669,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16835,209,726,1692,744,2448,249,64,3,112,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16836,324,1665,1514,65,297,221,403,562,114,365,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16838,6,827,1793,79,2645,643,536,390,804,680,350,506,706,442,827,552,4213,518,2036,2312,3425,568,605,621,6,2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16842,69,238,98,1660,829,631,173,19,1970,55,134,1054,1302,188,52,1575,2415,1909,6,1194,2627,1189,445,2,1831,1623,4,392,35,28,69,35,28,69,223,392,79,571,1785,62,2,710,910,6,39,55,33,63,55,17,6,62,143,247,69,360,262,571,710,28,223,35,51,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16846,1496,339,504,276,2059,1816,766,125,203,131,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16847,504,228,14,21,587,425,159,1133,1465,124,264,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16848,410,16,457,1113,124,119,929,885,87,48,45,110,130,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16849,1,518,612,1009,345,320,1408,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16850,1123,1124,2654,1656,414,1292,1725,117,1872,1136,412,558,198,646,2112,547,1640,855,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16851,174,221,562,31,297,117,79,174,162,403,1533,13,351,297,31,1102,1718,22,974,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16852,329,431,93,183,511,81,309,386,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16855,1276,243,468,338,1093,579,66,24,29,13,2,1,260,1504,1335,267,423,418,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16856,43,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16858,535,296,598,1886,256,995,1341,1093,47,1886,1886,598,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16859,1933,586,960,39,260,2115,1038,330,1025,709,1752,2218,370,355,1023,1264,791,751,755,2720,997,552,123,191,442,79,1887,390,2624,2243,1110,1949,363,92,980,1392,2533,1076,1709,101,334,157,653,1978,370,924,1023,427,677,499,1643,1811,2533,980,980,1392,1709,1076,363,755,1887,79,2720,2624,1110,390,92,191,997,552,2243,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16861,11,16,586,446,1008,1382,557,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16863,541,79,2350,2060,2213,117,489,541,1,295,1659,2481,408,546,607,841,587,970,1659,1496,287,1,69,22,127,170,1105,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16866,1734,1463,1776,62,42,341,341,1262,1469,179,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16872,79,365,1110,365,2533,496,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16878,290,1427,42,42,1427,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16881,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16882,744,1128,438,465,800,1651,1107,766,351,848,404,174,162,287,856,833,930,1794,581,449,742,943,390,529,1155,1,321,93,1067,126,135,193,698,1887,2179,2354,498,61,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16883,543,1,295,2203,845,231,3031,1445,443,703,1677,232,901,1201,992,937,72,2058,14,14,736,1445,1677,40,825,937,27,680,703,517,176,536,804,2536,127,487,591,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16884,1310,1369,1214,514,836,34,541,607,1543,546,387,131,750,16,62,2993,43,292,1252,545,941,848,430,287,42,3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16887,354,1650,2435,1643,1074,1282,278,9,2435,2539,1624,296,1729,17,80,1125,459,761,386,162,174,1457,980,2566,2406,1592,452,1198,974,1120,956,1331,1457,2005,1260,1095,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16893,581,1038,490,148,164,6,345,160,704,692,1,295,1895,1049,664,817,404,1856,40,1539,55,12,14,1000,594,345,543,394,211,1766,1843,1252,43,13,233,798,328,3024,224,65,194,1147,314,42,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16895,935,171,280,453,244,560,2678,2394,459,221,62,2395,1125,146,148,1380,351,1180,831,873,9,128,1380,606,14,935,626,16,221,168,149,22,362,9,23,708,20,109,1498,382,280,1844,2427,2273,3113,459,7,187,105,89,146,560,253,766,816,207,6,870,22,84,1499,935,168,233,668,1852,1396,87,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16897,2335,670,1959,466,1791,1092,417,781,526,736,193,126,286,935,2308,1020,1411,7,1271,1039,1304,483,61,1320,21,202,360,262,599,2067,2772,41,414,1283,1425,567,2,2772,1283,1425,567,2,41,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16900,156,269,122,120,2358,261,2228,212,266,4,665,46,73,1408,1668,493,600,273,1016,1111,919,657,1733,1526,1465,1713,998,667,1103,605,1815,492,1001,72,1256,2107,24,66,29,349,2229,1680,1007,303,318,664,152,847,904,472,323,1657,409,1369,114,145,1245,181,3122,890,1154,36,1310,1101,881,1108,2034,2266,1930,1559,577,2520,1450,507,1070,657,5,2276,11,1958,11,2520,,,,,,,,,,,,,,,,,,
